╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕mй╬л╪кл░╧к∙╡P,дgжa▓╛┬р┴`н▒┐nендшд╜д╪,│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐nендшд╜д╪,л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙д╕,│ц╗∙иCендшд╜д╪,иожь├■зO,иожь▓╛┬р┴`н▒┐nендшд╜д╪,иожь┴`╗∙д╕,│╞╡∙,╜s╕╣
ж┴дю░╧,й╨жa(дgжa+л╪кл),╖sе_елж┴дю░╧╝╠╛Ёд@╕Ї271~300╕╣,15.47,жэ,,,1060401,дgжa1л╪кл1иожь0,д╗╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0880625,87.94,3,2,2,ж│,ж│,6850000,77894,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪кл,RPPNMLSLNHMFFDF78DA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧ж╩з╘╡є17л╤1~30╕╣,37.33,жэ,,,1060301,дgжa2л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0620609,112.69,3,2,1,ж│,╡L,13700000,121572,,0.0,0,,RPPOMLMJOHMFFCF08DA
╕Uи╜░╧,й╨жa(дgжa+л╪кл),╖sе_ел╕Uи╜░╧║┐шy╕Ї30л╤1з╦1~30╕╣,35.3,жэ,,,1060501,дgжa1л╪кл1иожь0,дG╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0701228,95.28,3,1,1,ж│,╡L,2000000,20991,,0.0,0,,RPXNMLSJOHMFFDF86DA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧дде┐╕Ї243л╤1~30╕╣,18.86,жэ,,,1060501,дgжa1л╪кл1иожь1,дн╝h,дQдн╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050914,117.8,2,2,1,ж│,ж│,12880000,121865,йY╣Dенн▒,26.88,1800000,,RPRNMLMJOHMFFGF58DA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧к°╣╪╡є121~150╕╣,25.48,жэ,,,1060417,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860123,88.54,4,1,2,ж│,╡L,6900000,77931,,0.0,0,,RPRQMLPLNHMFFGF66DA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧кe├фе_╡є151~180╕╣,26.03,жэ,,,1060505,дgжa1л╪кл1иожь1,дQдG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1041026,240.66,4,2,2,ж│,ж│,27170000,130071,йY╣Dенн▒,47.15,2000000,,RPSOMLQLNHMFFGF66DA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧▒╢╣B╕Ї91~120╕╣,5.42,жэ,,,1060407,дgжa1л╪кл1иожь0,дT╝h,дC╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0850515,32.089999999999996,1,1,1,ж│,ж│,5300000,165160,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPPMLOLNHMFFHF98DA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧е┴и╔╡є90л╤1~30╕╣,32.3,жэ,,,1060405,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0711221,101.58,4,2,3,ж│,╡L,10000000,98445,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCзt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPNMLRLNHMFFHF09DA
─кмw░╧,й╨жa(дgжa+л╪кл),╖sе_ел─кмw░╧е·╡╪╕Ї110л╤1~30╕╣,14.14,жэ,,,1060301,дgжa1л╪кл1иожь0,дн╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0820116,106.66,3,2,2,ж│,ж│,9400000,88131,,0.0,0,,RPRPMLPJOHMFFGF09DA
╛ЁкL░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел╛ЁкL░╧╛╟╢╘╕Ї211~240╕╣,12.09,░╙,,,1060401,дgжa1л╪кл1иожь2,дK╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0951101,141.95,2,2,1,ж│,ж│,9850000,69391,йY╣D╛ў▒ё,38.04,0,,RPPNMLPLNHMFFIF98DA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧ж╦кL╕Ї121~150╕╣,13.17,жэ,,,1060508,дgжa7л╪кл1иожь0,д╗╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0670815,58.05,2,1,1,ж│,ж│,8380000,144383,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPPOMLMJOHMFFHF58DA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧ж█е▀╕Ї141л╤1~30╕╣,30.78,жэ,,,1060321,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0701203,99.51,3,2,1,ж│,╡L,10500000,105517,,0.0,0,,RPOOMLNLOHMFFHF78DA
кO╛Ї░╧,й╨жa(дgжa+л╪кл),╖sе_елкO╛Ї░╧е┴ж│╡є121~150╕╣,22.0,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0621222,67.21,3,1,1,ж│,╡L,7800000,116054,,0.0,0,,RPROMLOLNHMFFAF48EA
─кмw░╧,иожь,╖sе_ел─кмw░╧к°жw╡є121~150╕╣,0.1,жэ,,,1060501,дgжa0л╪кл0иожь2,,,ифеL,,,,46.45,0,0,0,ж│,╡L,1600000,,д╔н░╛ў▒ё,46.45,1600000,,RPUPMLQKOHMFFGF86CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧╢░лi╡є61~90╕╣,43.33,жэ,,,1060401,дgжa1л╪кл1иожь1,дC╝h,дQ╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1000323,221.5,3,2,3,ж│,ж│,23600000,106546,д@╝╙енн▒,0.0,0,,RPSOMLPKOHMFFGF09CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧┐│╡╪╡є61~90╕╣,14.64,жэ,,,1060401,дgжa1л╪кл1иожь0,д@╝hбA├M╝╙,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░╙╖~е╬,е[▒j┐j│y,0650317,42.0,0,0,0,╡L,╡L,4800000,114286,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбCм░┤Lнл┼vзQдH┴Їиp┼vеD▒iбAжaмFдh╡LкkдJл╬▓{│ї░╔мdбAе╤┼vзQдH┤ги╤л╪кл▓{кpоцз╜╣ъ╗┌╕ъ░TбAи╤жaмFдhе╙│°╡n┐¤бC,RPWPMLMKOHMFFGF66CA
дTнл░╧,иожь,╖sе_елдTнл░╧е├║╓╡є╕╣,0.17,жэ,,,1060501,дgжa0л╪кл0иожь1,,,ифеL,,,,38.7,0,0,0,ж│,╡L,1700000,,йY╣Dенн▒,38.7,1700000,,RPRNMLTKOHMFFGF66CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧дде┐е_╕Ї91~120╕╣,34.17,жэ,,,1060301,дgжa1л╪кл1иожь2,дQ╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,1040630,297.48,4,2,3,ж│,ж│,32500000,140161,д╔н░енн▒,95.57,4200000,,RPUPMLTKOHMFFGF17CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧дTе┴╕Ї361~390╕╣,11.68,ифеL,,,1060501,дgжa1л╪кл1иожь1,дQдC╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040409,109.55,2,1,1,ж│,ж│,14800000,135098,йY╣Dенн▒,26.99,0,├ЎлYдс,RPRPMLOKOHMFFGF98CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧дTе┴╕Ї331~360╕╣,18.98,ифеL,,,1060501,дgжa1л╪кл1иожь1,дQдK╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040409,176.70999999999998,3,2,2,ж│,ж│,24100000,136382,йY╣Dенн▒,26.99,0,,RPSPMLOKOHMFFGF09CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧дTе┴╕Ї361~390╕╣,16.35,ифеL,,,1060501,дgжa1л╪кл1иожь1,дC╝h,дGдQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1040409,152.31,3,2,2,ж│,ж│,19000000,124746,йY╣Dенн▒,26.99,0,,RPTPMLOKOHMFFGF56CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧дTе┴╡є97л╤2з╦1~30╕╣,20.01,жэ,,,1060401,дgжa1л╪кл1иожь0,дн╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0670809,67.0,2,2,1,ж│,╡L,6500000,97015,,0.0,0,,RPOOMLNKOHMFFGF48CA
дTнл░╧,дgжa,е┐╕qе_мq961~990жa╕╣,23.74,ифеL,,,1060513,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7440000,313395,,0.0,0,,RPPNMLLMNHMFFGF38CA
дTнл░╧,дgжa,дп╖Rмq1561~1590жa╕╣,150.0,ифеL,,,1060418,дgжa4л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,16886000,112573,,0.0,0,,RPQNMLLMNHMFFGF48CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧ж█▒j╕Їд@мq121~150╕╣,23.52,жэ,,,1060407,дgжa1л╪кл1иожь0,дT╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0690728,92.0,3,2,1,ж│,╡L,8200000,89130,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPRPMLQLNHMFFGF56CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧нл╖s╕Їе|мq211~240╕╣,10.88,░╙,,,1060407,дgжa1л╪кл1иожь1,дQдG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0990326,137.02,2,1,2,ж│,ж│,14500000,105824,йY╣D╛ў▒ё,25.3,0,,RPWNMLLMNHMFFGF09CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧╢░╜х╕Ї121~150╕╣,32.28,жэ,,,1060301,дgжa1л╪кл1иожь2,дQдG╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0980105,228.32,3,2,2,ж│,ж│,23980000,105028,йY╣Dенн▒,70.42,0,,RPWNMLPJOHMFFGF66CA
дTнл░╧,й╨жa(дgжa+л╪кл),╖sе_елдTнл░╧дOжц╕ЇдGмq91л╤1~30╕╣,22.8,жэ,,,1060401,дgжa1л╪кл1иожь0,дT╝hбA╢зеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0680905,80.0,3,2,2,ж│,╡L,7700000,96250,,0.0,0,,RPPOMLQJOHMFFGF78CA
дTнл░╧,дgжa,йп║╓мq1261~1290жa╕╣,17.81,ифеL,,,1060401,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2000000,112296,,0.0,0,е╗о╫м░д╜ж@│]мIлOпdжaдз╢R╜цецйЎбC,RPSNMLSJOHMFFGF56CA
дTнл░╧,дgжa,дп╕qмq1291~1320жa╕╣,15.18,ифеL,,,1060401,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1000000,65876,,0.0,0,е╗о╫м░д╜ж@│]мIлOпdжaдз╢R╜цецйЎбC,RPVNMLSJOHMFFGF86CA
дTнл░╧,дgжa,йп║╓мq1261~1290жa╕╣,51.35,ифеL,,,1060401,дgжa11л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7803000,151957,,0.0,0,е╗о╫м░д╜ж@│]мIлOпdжaдз╢R╜цецйЎбC,RPXNMLSJOHMFFGF07CA
дTнл░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елдTнл░╧╢░╜х╕Ї31~60╕╣,15.49,жэ,,,1060401,дgжa1л╪кл1иожь1,дQ╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0960628,125.24000000000001,2,2,1,ж│,ж│,12000000,95816,йY╣Dенн▒,33.24,0,,RPXOMLMKOHMFFGF66CA
─кмw░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_ел─кмw░╧е·╡╪╕Ї121~150╕╣,25.7,жэ,,,1060501,дgжa1л╪кл1иожь1,дн╝h,дE╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0860725,177.71,4,2,2,ж│,ж│,13820000,77767,йY╣Dенн▒,42.62,0,,RPQPMLMKOHMFFGF68CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧ддйM╕Ї301~330╕╣,7.91,░╙,,,1060305,дgжa4л╪кл1иожь0,дQдC╝h,дQдC╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0800605,77.63,2,2,1,ж│,ж│,11900000,153291,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTOMLQLNHMFFHF76CA
е├йM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_еле├йM░╧е┴ж│╡є67л╤1~30╕╣,23.0,жэ,,,1060512,дgжa1л╪кл1иожь1,дQд@╝h,дGдQдG╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1051214,240.74,4,2,3,ж│,ж│,35000000,166770,йY╣Dенн▒,47.0,2690000,,RPPNMLPLNHMFFHF78CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧╡╪╖s╡є143л╤57з╦1~30╕╣,18.71,жэ,,,1060403,дgжa1л╪кл1иожь0,е|╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840422,102.37,3,2,2,ж│,╡L,9000000,87916,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQNMLPLNHMFFHF88CA
е├йM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_еле├йM░╧└Їкeжш╕Їд@мq1~30╕╣,15.9,жэ,,,1060429,дgжa1л╪кл1иожь1,дQдн╝h,дGдQ╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1030102,191.22000000000003,3,2,2,ж│,ж│,29800000,175173,йY╣Dенн▒,32.52,2000000,,RPVNMLPLNHMFFHF76CA
е├йM░╧,дgжa,е┴кvмq571~600жa╕╣,18.34,ифеL,,,1060509,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,500000,27263,,0.0,0,,RPWOMLPLNHMFFHF96CA
ддйM░╧,дgжa,дjжPмq391~420жa╕╣,0.19,ифеL,,,1060511,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,13416,0,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPOPMLPLNHMFFHF88CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┐│лn╕ЇдGмq142л╤17з╦31~60╕╣,52.17,жэ,,,1060328,дgжa2л╪кл1иожь0,дT╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0700518,121.26,3,2,2,ж│,╡L,8450000,69685,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPVOMLQLNHMFFHF96CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧йyжw╕Ї23л╤31~60╕╣,24.85,жэ,,,1060424,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0610426,81.0,3,2,1,ж│,╡L,9800000,120988,,0.0,0,,RPQNMLTLNHMFFHF66CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧│sл░╕Ї263л╤9з╦1~30╕╣,45.48,жэ,,,1060405,дgжa1л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0781018,96.95,3,2,2,ж│,╡L,12000000,123788,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPROMLLMNHMFFHF78CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧┤║ен╕Ї151~180╕╣,2.27,жэ,,,1060502,дgжa3л╪кл1иожь0,дGдQдн╝h,е|дQд@╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√░й┐√╡м▓V╛одg│y,0861104,40.28,1,1,1,ж│,ж│,4650000,115442,,0.0,0,,RPRQMLLMNHMFFHF98CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧╡╪╢╢╡є135л╤1~30╕╣,27.09,жэ,,,1060417,дgжa1л╪кл1иожь0,д@╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0890701,146.93,3,2,2,ж│,ж│,13000000,88478,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPTRMLLMNHMFFHF66CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧е┴кv╡є132л╤1~30╕╣,22.61,жэ,,,1060415,дgжa1л╪кл1иожь0,д@╝hбAенеx,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0681221,97.44,3,2,2,ж│,╡L,11900000,122126,,0.0,0,╝Wл╪│бд└:лeлсенеxе~▒└,RPQRMLLMNHMFFHF98CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дддs╕ЇдGмq348л╤1~30╕╣,36.49,дu,,,1060413,дgжa1л╪кл1иожь1,дG╝h,дQ╝h,╝t┐ь,дu╖~е╬,┐√╡м▓V╛одg│y,0820604,336.89,0,0,0,╡L,ж│,27000000,82578,йY╣Dенн▒,28.09,1500000,,RPRNMLMJOHMFFHF58CA
е├йM░╧,й╨жa(дgжa+л╪кл),╖sе_еле├йM░╧└Їкeжш╕Їд@мq61~90╕╣,2.35,жэ,,,1060418,дgжa1л╪кл1иожь0,дQдн╝h,дGдQдC╝h,оMй╨(1й╨1╞U1╜├),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0990722,46.989999999999995,1,1,1,ж│,ж│,7300000,155352,,0.0,0,,RPRRMLSJOHMFFHF96CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧иqо╘╕ЇдTмq151~180╕╣,12.03,жэ,,,1060430,дgжa7л╪кл1иожь0,дн╝h,дGдQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0850108,108.03999999999999,3,2,2,ж│,ж│,13300000,123103,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪клбC,RPOOMLSJOHMFFHF98CA
ддйM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_елддйM░╧дднь╡є151~180╕╣,53.81,жэ,,,1060510,дgжa1л╪кл1иожь2,дQ╝h,дGдQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,1030324,306.98,3,2,2,ж│,ж│,37000000,138012,йY╣Dенн▒,69.32,4200000,,RPVPMLSJOHMFFHF17CA
ддйM░╧,иожь,╖sе_елддйM░╧иqо╘╕ЇдTмq151~180╕╣,0.15,жэ,,,1060430,дgжa0л╪кл0иожь1,жaдUд@╝hбAжaдUдG╝hбAжaдUдT╝hбAжaдUе|╝h,дGдQдT╝h,ифеL,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0850108,43.83,0,0,0,ж│,ж│,1800000,,йY╣Dенн▒,0.0,1800000,,RPSPMLNJOHMFFHF98CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дддs╕ЇдGмq121~150╕╣,8.62,жэ,,,1060427,дgжa2л╪кл1иожь0,дQд@╝h,дQд╗╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0840107,88.07,3,2,2,ж│,ж│,9500000,107869,,0.0,0,,RPQNMLOJOHMFFHF68CA
е├йM░╧,й╨жa(дgжa+л╪кл)+иожь,╖sе_еле├йM░╧└Їкeжш╕ЇдGмq209л╤1~30╕╣,16.42,жэ,,,1060414,дgжa1л╪кл2иожь2,дQдT╝h,дGдQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0870122,197.05,2,1,1,ж│,ж│,17500000,88810,йY╣D╛ў▒ё,0.0,0,,RPXNMLMLOHMFFHF76CA
ддйM░╧,иожь,╖sе_елддйM░╧дддs╕ЇдGмq211~240╕╣,0.78,жэ,,,1060401,дgжa0л╪кл0иожь1,дK╝h,дQдE╝h,ифеL,игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0871120,44.019999999999996,0,0,0,ж│,ж│,2000000,,йY╣Dенн▒,44.02,2000000,,RPSPMLTLOHMFFHF17CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧дддs╕ЇдGмq211~240╕╣,10.06,жэ,,,1060412,дgжa3л╪кл1иожь0,дQд@╝h,дQдE╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,игифеL╡n░Oи╞╢╡,0871120,91.66,1,2,2,ж│,ж│,12600000,137465,,0.0,0,,RPXOMLTKOHMFFHF47CA
ддйM░╧,й╨жa(дgжa+л╪кл),╖sе_елддйM░╧й╛з╡╡є37л╤31~60╕╣,49.64,жэ,,,1060326,дgжa17л╪кл1иожь0,дG╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0720425,86.98,3,2,1,ж│,╡L,9500000,109221,,0.0,0,,RPVPMLQJOHMFFHF96CA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧кс╢щдQ╕ЇдGмq1~30╕╣,40.54,жэ,,,1060501,дgжa1л╪кл1иожь0,дT╝h,е|╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,,79.32,2,1,1,ж│,ж│,5500000,69339,,0.0,0,,RPWNMLQLNHMFFCF56DA
╖sй▒░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖sй▒░╧л╪┐│╡є1~30╕╣,40.18,жэ,,,1060401,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,,121.6,3,2,3,ж│,╡L,13000000,106908,,0.0,0,,RPQPMLLMNHMFFCF38DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧└Y┐│╡є121~150╕╣,13.54,░╙,,,1060401,дgжa1л╪кл1иожь0,дн╝h,дQдT╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1010515,111.08,2,1,1,ж│,ж│,13200000,118833,,0.0,0,,RPUOMLRJOHMFFBF98DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧║╓╣╪╡є202л╤31~60╕╣,32.98,жэ,,,1060401,дgжa1л╪кл1иожь0,е|╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),жэоaе╬,┐√╡м▓V╛одg│y,0750319,107.73,4,2,1,ж│,╡L,7820000,72589,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪кл,RPSPMLPLNHMFFBF78DA
╖s▓°░╧,й╨жa(дgжa+л╪кл),╖sе_ел╖s▓°░╧е▀лHд@╡є10л╤1~30╕╣,10.63,жэ,,,1060501,дgжa1л╪кл1иожь0,дK╝h,дQдT╝h,оMй╨(1й╨1╞U1╜├),жэоaе╬,┐√╡м▓V╛одg│y,0951129,82.77,1,1,1,ж│,ж│,9800000,118400,,0.0,0,зt╝Wл╪й╬е╝╡n░Oл╪кл,RPWQMLPLNHMFFBF66DA
днк╤░╧,й╨жa(дgжa+л╪кл),╖sе_елднк╤░╧жиої╕ЇдTмq331~360╕╣,23.87,жэ,,,1060501,дgжa1л╪кл1иожь0,дC╝h,дQе|╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,1050722,121.22,3,2,1,ж│,ж│,9600000,79195,,0.0,0,,RPOOMLMJOHMFFBF87DA
